,class Names,truncatation,occlusion,alpha,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rotation_y
44702,Pedestrian,0.00,2,1.42,710.93,150.76,729.59,220.57,1.88,0.78,1.03,3.34,1.05,19.93,"1.58
"
44706,Pedestrian,0.00,0,0.25,586.45,154.47,624.38,232.12,1.83,0.69,1.03,-0.05,1.22,17.12,"0.25
"
44708,Pedestrian,0.00,2,0.26,395.56,156.06,429.71,245.31,1.80,0.61,1.04,-3.97,1.31,14.67,"0.00
"
44710,Pedestrian,0.00,2,0.68,166.75,177.64,194.47,242.58,1.72,0.55,0.93,-11.36,1.65,19.10,"0.15
"
44711,Pedestrian,0.00,1,0.63,146.09,181.30,175.00,244.17,1.62,0.48,0.96,-11.38,1.65,18.58,"0.09
"
44713,Pedestrian,0.00,0,-2.64,167.93,177.67,204.55,243.50,1.60,0.54,0.84,-10.39,1.54,17.63,"3.12
"
44714,Pedestrian,0.00,0,-2.96,122.47,172.54,166.17,255.53,1.80,0.54,1.03,-10.30,1.63,15.86,"2.76
"
44715,Pedestrian,0.00,1,-2.71,272.00,163.03,298.41,243.99,1.95,0.56,0.82,-7.87,1.53,17.38,"-3.12
"
44746,Pedestrian,0.48,1,1.39,1067.89,142.26,1241.00,374.00,1.75,0.94,0.50,3.22,1.59,4.19,"2.01
"
44747,Pedestrian,0.36,0,1.40,934.67,190.02,1095.74,374.00,1.54,0.73,0.51,2.32,1.64,4.27,"1.87
"
44748,Pedestrian,0.00,0,-1.62,586.65,179.75,602.96,224.86,1.58,0.67,0.87,-0.58,1.83,25.84,"-1.64
"
44749,Pedestrian,0.00,0,1.63,563.07,175.15,583.90,229.83,1.70,0.70,0.69,-1.21,1.78,22.87,"1.57
"
44750,Pedestrian,0.00,0,1.46,736.86,169.50,753.24,216.07,1.92,0.64,1.08,5.64,1.79,30.36,"1.64
"
44751,Pedestrian,0.00,0,1.40,756.90,170.26,773.43,214.69,1.83,0.77,1.01,6.47,1.73,30.28,"1.60
"
44834,Pedestrian,0.00,0,0.30,289.22,158.91,345.56,331.41,1.67,0.51,1.29,-2.91,1.47,7.20,"-0.06
"
44835,Pedestrian,0.13,0,-1.39,183.10,175.35,298.98,374.00,1.58,0.67,0.87,-2.91,1.61,5.53,"-1.85
"
44836,Pedestrian,0.00,0,-2.75,429.10,176.65,455.75,249.57,1.58,0.66,0.53,-3.80,1.67,16.04,"-2.98
"
44837,Pedestrian,0.00,0,0.57,407.24,170.89,432.39,248.40,1.70,0.61,0.51,-4.33,1.66,16.16,"0.31
"
44838,Pedestrian,0.00,0,0.61,648.32,170.84,667.94,233.39,1.75,0.63,0.51,1.28,1.70,20.55,"0.67
"
44910,Pedestrian,0.00,0,-1.47,272.85,156.04,300.52,223.11,1.82,0.78,0.94,-8.87,1.15,19.73,"-1.88
"
44911,Pedestrian,0.00,1,-1.28,376.59,160.83,395.26,205.12,1.76,0.69,1.21,-8.87,0.98,28.85,"-1.57
"
44912,Pedestrian,0.00,0,-2.73,125.93,149.86,157.93,235.85,1.85,0.66,0.80,-10.20,1.19,15.64,"2.99
"
44913,Pedestrian,0.00,1,-1.13,257.31,153.64,273.65,197.97,1.93,0.59,0.70,-14.92,0.76,31.30,"-1.57
"
44918,Pedestrian,0.00,1,2.16,106.25,153.91,145.25,233.70,1.72,0.49,0.73,-10.68,1.15,15.63,"1.57
"
44919,Pedestrian,0.00,0,-1.18,300.11,153.07,318.11,200.80,2.01,0.76,0.84,-12.83,0.85,30.31,"-1.57
"
44920,Pedestrian,0.00,2,-1.14,273.64,158.35,301.11,200.42,1.75,0.65,1.07,-13.54,0.83,30.14,"-1.55
"
44921,Pedestrian,0.00,0,2.09,176.86,156.01,201.86,231.32,1.76,0.57,0.50,-9.86,1.19,16.84,"1.57
"
44922,Pedestrian,0.00,2,2.13,132.58,149.95,156.91,227.25,1.90,0.59,0.61,-11.35,1.15,17.70,"1.57
"
44923,Pedestrian,0.21,0,-3.09,1050.67,165.49,1186.67,369.00,1.63,0.55,1.28,4.56,1.51,5.97,"-2.46
"
44925,Pedestrian,0.00,1,2.10,119.56,157.64,141.56,223.05,1.64,0.46,0.43,-12.13,1.07,18.06,"1.52
"
44926,Pedestrian,0.00,0,2.15,77.28,151.70,112.61,225.15,1.80,0.52,0.69,-12.72,1.09,17.74,"1.54
"
44928,Pedestrian,0.00,0,-2.68,223.04,153.27,234.70,197.14,1.90,0.53,0.35,-16.45,0.72,30.93,"3.12
"
44929,Pedestrian,0.00,2,2.44,1192.19,180.94,1205.86,216.85,1.80,0.80,0.76,30.42,1.83,36.12,"3.13
"
44939,Pedestrian,0.00,0,-1.75,583.41,181.09,603.41,234.97,1.73,0.84,0.86,-0.37,1.72,23.68,"-1.77
"
44940,Pedestrian,0.00,0,-2.91,600.88,177.47,621.91,233.11,1.81,0.90,0.95,0.45,1.68,23.89,"-2.90
"
44941,Pedestrian,0.00,2,-2.59,253.36,171.82,333.65,359.38,1.77,0.85,1.15,-3.24,1.68,7.28,"-3.00
"
44942,Pedestrian,0.00,1,-2.99,304.60,181.07,342.06,272.56,1.75,0.87,1.06,-5.50,1.74,14.33,"2.92
"
44944,Pedestrian,0.00,2,1.57,275.35,178.61,327.94,279.15,1.82,0.87,0.91,-5.70,1.77,13.61,"1.18
"
44945,Pedestrian,0.00,0,-3.03,781.11,164.49,835.73,297.49,1.78,0.89,1.06,2.75,1.56,10.23,"-2.78
"
44946,Pedestrian,0.00,0,-3.00,1016.17,158.25,1108.86,332.53,1.79,0.80,1.02,4.95,1.55,8.01,"-2.47
"
44947,Pedestrian,0.00,0,-1.28,333.16,184.51,362.56,250.91,1.75,0.83,0.72,-6.98,1.83,19.40,"-1.62
"
44948,Pedestrian,0.00,0,1.68,500.38,179.39,516.45,231.19,1.79,0.89,1.04,-3.44,1.72,25.52,"1.54
"
44971,Pedestrian,0.02,0,-2.48,627.20,153.47,700.54,373.00,1.76,0.76,1.02,0.39,1.54,6.29,"-2.43
"
44972,Pedestrian,0.00,2,-2.21,579.81,165.34,682.69,337.85,1.68,0.64,0.91,0.26,1.52,7.56,"-2.19
"
44973,Pedestrian,0.00,0,-1.97,446.40,165.25,512.06,330.62,1.71,0.68,0.93,-1.47,1.54,7.98,"-2.15
"
44974,Pedestrian,0.00,0,-1.79,346.87,166.50,398.20,302.48,1.71,0.80,0.94,-3.18,1.52,9.66,"-2.11
"
44975,Pedestrian,0.00,1,-2.33,573.78,159.51,623.78,291.71,1.80,0.83,0.92,-0.19,1.50,10.39,"-2.36
"
44976,Pedestrian,0.00,2,-2.26,427.78,159.23,468.78,278.47,1.82,0.68,0.99,-2.53,1.48,11.56,"-2.48
"
44977,Pedestrian,0.00,1,-2.16,458.38,171.04,517.04,305.25,1.63,0.71,0.88,-1.35,1.50,9.27,"-2.31
"
44978,Pedestrian,0.00,2,-2.45,476.93,158.01,544.97,262.53,1.83,0.78,0.94,-1.68,1.42,13.16,"-2.58
"
44979,Pedestrian,0.00,0,-2.09,521.48,161.11,574.48,288.30,1.72,0.69,0.88,-0.86,1.44,10.28,"-2.18
"
45004,Pedestrian,0.00,0,-2.02,942.50,139.17,998.17,271.83,1.67,0.70,0.44,4.58,1.25,9.32,"-1.58
"
45011,Pedestrian,0.00,0,0.61,631.19,161.61,645.85,195.62,1.90,0.42,1.04,1.43,1.28,40.79,"0.64
"
45012,Pedestrian,0.00,1,0.59,639.42,163.12,651.42,196.04,1.87,0.50,0.90,1.89,1.32,41.41,"0.64
"
45014,Pedestrian,0.00,0,-0.01,589.52,167.03,599.52,189.94,1.78,0.53,0.95,-1.25,1.34,56.76,"-0.03
"
45032,Pedestrian,0.00,1,3.13,603.30,164.40,615.96,187.25,1.80,0.68,1.44,0.50,0.53,56.61,"3.14
"
45033,Pedestrian,0.00,2,0.25,465.45,170.37,474.12,195.27,1.92,0.57,1.32,-10.09,1.14,55.17,"0.07
"
45037,Pedestrian,0.00,0,-1.54,554.07,152.99,622.74,363.86,1.74,0.55,0.58,-0.13,1.51,6.14,"-1.55
"
45067,Pedestrian,0.00,0,1.04,831.07,165.63,846.07,203.89,1.74,0.47,0.55,10.46,1.42,33.22,"1.35
"
45069,Pedestrian,0.00,0,-1.78,745.14,156.61,793.81,268.39,1.65,0.88,0.49,2.54,1.29,10.90,"-1.57
"
45070,Pedestrian,0.00,0,-1.19,514.77,170.36,526.43,210.91,1.77,0.94,0.93,-3.74,1.29,31.90,"-1.32
"
45087,Pedestrian,0.00,0,-2.33,597.80,160.75,623.80,217.16,1.73,0.84,0.86,0.18,1.09,22.62,"-2.33
"
45088,Pedestrian,0.00,0,2.49,616.37,157.99,641.37,219.28,1.81,0.90,0.95,0.83,1.11,21.83,"2.52
"
45089,Pedestrian,0.23,3,-2.43,37.92,147.44,167.58,373.00,1.77,0.85,1.15,-3.78,1.54,5.35,"-3.03
"
45090,Pedestrian,0.00,0,-2.82,182.68,162.09,224.02,275.02,1.75,0.87,1.06,-6.62,1.45,11.67,"2.95
"
45091,Pedestrian,0.00,0,1.72,226.79,157.06,275.45,298.77,1.82,0.87,0.91,-4.74,1.50,9.77,"1.27
"
45092,Pedestrian,0.00,0,2.94,782.99,143.59,841.99,298.78,1.78,0.89,1.06,2.47,1.35,8.72,"-3.08
"
45093,Pedestrian,0.00,0,-3.00,1030.36,125.20,1161.69,355.13,1.79,0.80,1.02,4.16,1.35,6.23,"-2.43
"
45094,Pedestrian,0.00,2,-1.27,357.88,163.66,381.88,230.61,1.75,0.83,0.72,-6.41,1.28,19.18,"-1.59
"
45095,Pedestrian,0.00,0,1.69,514.95,158.46,533.28,218.22,1.79,0.89,1.04,-2.50,1.10,22.17,"1.57
"
45134,Pedestrian,0.00,2,0.01,460.43,177.25,466.27,199.54,1.75,0.67,0.58,-11.69,2.11,57.27,"-0.19
"
45146,Pedestrian,0.00,0,-2.73,272.59,145.43,326.59,305.87,1.87,0.54,1.02,-3.72,1.46,8.55,"-3.13
"
45151,Pedestrian,0.00,0,-1.53,658.23,171.33,682.57,234.54,1.73,0.84,0.86,1.75,1.45,20.14,"-1.45
"
45152,Pedestrian,0.00,0,-1.56,673.50,168.13,697.83,234.10,1.81,0.90,0.95,2.36,1.44,20.22,"-1.45
"
45153,Pedestrian,0.00,0,-1.44,488.08,165.48,516.41,233.10,1.78,0.92,1.01,-2.89,1.36,19.48,"-1.59
"
45177,Pedestrian,0.00,0,0.15,453.88,159.34,506.21,311.73,1.72,0.74,1.09,-1.59,1.48,8.42,"-0.03
"
45210,Pedestrian,0.00,0,-1.81,781.21,167.52,801.55,221.35,1.71,0.73,0.82,5.80,1.54,23.37,"-1.57
"
45229,Pedestrian,0.00,0,-1.28,1035.18,166.35,1076.21,255.84,1.64,0.63,0.86,8.46,1.53,13.74,"-0.74
"
45230,Pedestrian,0.00,1,1.91,1043.02,175.48,1069.10,247.15,1.49,0.55,0.78,9.56,1.55,15.49,"2.45
"
45231,Pedestrian,0.00,0,2.12,1113.14,169.24,1128.56,218.39,1.80,0.43,0.20,18.84,1.67,26.67,"2.73
"
45256,Pedestrian,0.00,0,0.47,238.60,160.73,297.60,308.59,1.75,0.52,0.99,-4.18,1.52,8.66,"0.03
"
45257,Pedestrian,0.00,0,-0.68,1067.26,153.11,1136.32,304.20,1.72,0.55,1.10,5.87,1.41,8.44,"-0.09
"
45272,Pedestrian,0.00,3,2.26,23.19,165.52,54.86,253.59,1.81,0.54,0.41,-11.89,1.66,15.07,"1.60
"
45281,Pedestrian,0.18,0,-2.16,338.06,157.53,432.80,373.00,1.76,0.76,1.02,-1.70,1.60,5.41,"-2.46
"
45282,Pedestrian,0.00,2,-2.02,365.28,167.88,431.58,372.26,1.68,0.64,0.91,-1.69,1.57,6.47,"-2.27
"
45283,Pedestrian,0.00,0,-1.85,228.73,175.21,299.70,372.19,1.71,0.68,0.93,-3.22,1.65,6.81,"-2.29
"
45284,Pedestrian,0.00,0,-1.44,151.99,174.29,227.46,326.79,1.71,0.80,0.94,-5.01,1.64,8.68,"-1.96
"
45285,Pedestrian,0.00,1,-2.23,437.95,160.84,483.61,312.16,1.80,0.83,0.92,-1.97,1.55,9.15,"-2.44
"
45286,Pedestrian,0.00,0,-1.93,242.19,179.48,300.48,333.46,1.63,0.71,0.88,-3.55,1.61,8.18,"-2.34
"
45287,Pedestrian,0.00,2,-1.78,360.96,167.06,432.90,312.41,1.72,0.69,0.88,-2.63,1.55,9.06,"-2.06
"
45290,Pedestrian,0.00,1,1.39,656.38,162.27,678.69,219.57,1.81,1.06,0.73,1.89,1.20,23.18,"1.46
"
45291,Pedestrian,0.00,0,-1.56,537.44,170.47,550.20,215.73,1.73,0.84,0.86,-2.46,1.31,28.04,"-1.65
"
45292,Pedestrian,0.00,0,-1.60,548.06,168.84,562.51,215.87,1.81,0.90,0.95,-1.86,1.32,28.25,"-1.67
"
45297,Pedestrian,0.00,0,2.04,298.02,180.30,315.00,227.28,1.60,0.51,0.87,-10.71,1.86,25.07,"1.64
"
45307,Pedestrian,0.00,0,-1.78,739.56,163.57,791.23,276.13,1.65,0.88,0.49,2.37,1.39,10.83,"-1.57
"
45308,Pedestrian,0.00,0,1.80,437.19,170.94,456.19,228.14,1.77,0.67,0.91,-5.05,1.44,22.76,"1.58
"
45309,Pedestrian,0.00,2,-1.20,401.86,177.01,422.19,230.67,1.66,0.65,0.72,-6.05,1.52,22.62,"-1.46
"
45310,Pedestrian,0.00,0,-1.37,508.07,173.58,523.74,214.30,1.77,0.94,0.93,-3.89,1.43,31.81,"-1.49
"
45321,Pedestrian,0.00,0,2.68,950.43,157.86,1003.09,298.64,1.71,0.45,1.08,4.62,1.44,8.88,"-3.14
"
45346,Pedestrian,0.00,0,-1.16,926.71,168.61,999.38,322.03,1.55,0.60,0.50,3.79,1.43,7.53,"-0.70
"
45347,Pedestrian,0.00,0,0.59,173.84,143.54,262.84,335.37,1.84,0.49,0.93,-3.84,1.49,7.07,"0.12
"
45352,Pedestrian,0.06,0,-2.41,740.12,153.06,846.45,373.00,1.76,0.76,1.02,1.44,1.55,6.04,"-2.19
"
45353,Pedestrian,0.00,0,-2.24,706.98,163.95,770.65,340.46,1.68,0.64,0.91,1.31,1.51,7.40,"-2.08
"
45354,Pedestrian,0.00,0,-2.07,539.53,162.16,602.20,327.38,1.71,0.68,0.93,-0.42,1.51,7.99,"-2.12
"
45355,Pedestrian,0.00,0,-1.98,423.49,164.51,478.49,299.92,1.71,0.80,0.94,-2.16,1.50,9.71,"-2.20
"
45356,Pedestrian,0.00,0,-2.40,643.83,159.71,698.83,292.75,1.80,0.83,0.92,0.86,1.50,10.33,"-2.33
"
45357,Pedestrian,0.00,0,-2.44,509.13,157.85,554.46,274.66,1.82,0.68,0.99,-1.29,1.46,11.77,"-2.55
"
45358,Pedestrian,0.00,2,-2.25,549.26,170.08,599.96,304.78,1.63,0.71,0.88,-0.27,1.49,9.24,"-2.28
"
45359,Pedestrian,0.00,2,-2.48,535.88,154.40,603.28,258.79,1.83,0.78,0.94,-0.61,1.36,13.19,"-2.53
"
45360,Pedestrian,0.00,1,-2.24,582.55,158.75,634.22,285.47,1.72,0.69,0.88,0.15,1.41,10.32,"-2.23
"
45423,Pedestrian,0.00,0,-0.50,994.98,137.37,1099.98,290.36,1.83,0.69,1.03,5.61,1.32,8.85,"0.06
"
45424,Pedestrian,0.00,1,-0.07,633.95,154.71,704.28,305.19,1.75,0.57,1.07,0.61,1.46,8.58,"0.00
"
45425,Pedestrian,0.00,0,-0.09,628.19,152.12,710.85,321.03,1.80,0.61,1.04,0.67,1.50,7.90,"-0.01
"
45427,Pedestrian,0.00,0,0.57,180.70,172.20,227.70,278.53,1.72,0.55,0.93,-6.78,1.59,11.77,"0.06
"
45428,Pedestrian,0.00,2,0.62,181.63,176.61,215.63,281.13,1.62,0.48,0.96,-6.92,1.57,11.24,"0.09
"
45445,Pedestrian,0.00,0,1.05,685.04,170.14,705.80,214.37,1.69,0.69,0.83,3.25,1.59,28.08,"1.16
"
45466,Pedestrian,0.00,0,0.90,324.82,164.97,396.07,331.28,1.64,0.69,0.93,-2.64,1.49,7.52,"0.57
"
45495,Pedestrian,0.00,0,1.25,803.91,165.33,841.24,249.64,1.69,0.69,0.83,4.27,1.54,14.92,"1.52
"
45510,Pedestrian,0.00,0,-0.89,816.23,166.35,843.98,226.64,1.64,0.63,0.86,6.02,1.47,20.12,"-0.61
"
45511,Pedestrian,0.00,1,1.93,945.22,171.18,964.71,214.91,1.49,0.55,0.78,11.87,1.44,25.05,"2.37
"
45512,Pedestrian,0.00,2,2.57,1056.81,160.86,1072.65,218.34,1.81,0.51,0.34,14.40,1.43,22.95,"3.12
"
45513,Pedestrian,0.00,1,2.21,1008.93,167.62,1018.33,205.59,1.80,0.43,0.20,19.20,1.55,34.44,"2.71
"
45544,Pedestrian,0.00,0,-1.79,769.75,169.60,789.70,219.56,1.71,0.73,0.82,5.83,1.60,25.15,"-1.56
"
45558,Pedestrian,0.00,2,-1.18,287.24,167.68,324.16,293.19,1.83,0.60,0.39,-4.60,1.76,10.76,"-1.57
"
45559,Pedestrian,0.00,2,-1.22,338.17,171.23,358.32,268.22,1.81,0.34,0.32,-5.04,1.79,13.68,"-1.57
"
45562,Pedestrian,0.00,2,-1.24,341.63,175.53,364.95,275.19,1.78,0.40,0.43,-4.69,1.84,13.15,"-1.57
"
45577,Pedestrian,0.00,0,-2.39,952.93,156.22,981.25,220.43,1.86,0.55,1.16,11.05,1.16,21.16,"-1.92
"
45578,Pedestrian,0.00,2,-2.44,958.87,154.48,982.70,217.27,1.84,0.56,1.23,11.52,1.08,21.42,"-1.95
"
45607,Pedestrian,0.37,3,2.46,1119.32,122.60,1241.00,374.00,1.77,0.57,0.42,3.46,1.49,4.34,"3.10
"
45634,Pedestrian,0.84,0,0.73,1182.03,238.11,1241.00,374.00,1.18,0.36,0.61,3.34,1.54,3.70,"1.42
"
45637,Pedestrian,0.00,1,2.65,949.14,164.91,973.78,231.10,1.67,0.50,0.61,8.90,1.48,18.55,"3.09
"
45638,Pedestrian,0.00,0,-1.91,889.71,165.17,912.60,225.59,1.69,0.59,0.83,8.29,1.49,20.70,"-1.53
"
45681,Pedestrian,0.00,0,-1.92,863.32,144.99,900.99,260.82,1.92,0.70,1.35,4.78,1.47,12.70,"-1.57
"
45696,Pedestrian,0.00,0,0.36,289.72,172.11,329.24,274.08,1.72,0.74,0.56,-5.28,1.71,12.58,"-0.03
"
45719,Pedestrian,0.00,0,0.83,806.13,147.68,874.47,322.96,1.68,0.45,0.75,2.53,1.36,7.19,"1.15
"
45720,Pedestrian,0.00,0,1.32,589.99,128.06,626.66,252.16,1.95,0.63,0.74,-0.02,1.12,11.56,"1.32
"
45721,Pedestrian,0.00,0,1.29,636.35,143.45,679.02,249.70,1.71,0.60,0.52,0.86,1.11,11.70,"1.36
"
45722,Pedestrian,0.00,0,1.05,709.79,148.27,746.12,241.46,1.59,0.46,0.67,2.20,1.04,12.46,"1.22
"
45761,Pedestrian,0.00,1,-0.15,703.20,183.99,730.53,237.07,1.78,0.53,0.95,3.62,2.17,24.69,"-0.01
"
45799,Pedestrian,0.00,0,-2.74,209.23,145.10,290.23,329.70,1.84,0.45,1.19,-3.74,1.49,7.35,"3.09
"
45800,Pedestrian,0.05,1,-2.28,918.40,151.02,987.73,369.00,1.74,0.39,0.52,2.76,1.51,5.64,"-1.84
"
45801,Pedestrian,0.02,0,3.06,1091.49,120.34,1156.15,369.00,1.97,0.50,0.50,4.26,1.51,5.81,"-2.61
"
45802,Pedestrian,0.27,3,-3.00,1032.82,147.57,1104.49,369.00,1.73,0.53,0.46,2.85,1.54,4.42,"-2.46
"
45815,Pedestrian,0.00,1,-2.23,611.97,163.16,649.30,276.62,1.68,0.50,0.42,0.29,1.54,10.99,"-2.20
"
45877,Pedestrian,0.00,0,0.26,412.39,168.84,433.72,233.01,1.72,0.74,0.56,-5.16,1.62,19.76,"0.01
"
45922,Pedestrian,0.00,0,1.07,688.55,168.58,709.55,214.34,1.69,0.69,0.83,3.29,1.54,27.15,"1.19
"
45936,Pedestrian,0.00,0,-1.74,344.65,171.45,369.65,236.02,1.88,0.67,1.18,-7.75,1.85,21.76,"-2.08
"
45938,Pedestrian,0.00,0,-2.59,140.54,159.15,204.88,298.96,1.75,0.46,0.97,-5.66,1.49,9.14,"-3.13
"
45942,Pedestrian,0.00,1,2.50,1097.84,143.39,1189.62,317.42,1.82,0.58,1.23,5.86,1.44,7.77,"3.13
"
45952,Pedestrian,0.00,0,-1.89,955.45,133.06,1038.11,337.59,1.75,0.82,1.14,3.60,1.34,6.75,"-1.43
"
45953,Pedestrian,0.00,0,-0.97,604.00,160.19,655.67,291.82,1.77,0.94,0.93,0.20,1.48,10.30,"-0.96
"
45954,Pedestrian,0.01,1,-2.41,21.61,162.13,106.94,335.07,1.73,0.67,0.83,-5.68,1.54,7.56,"-3.04
"
45955,Pedestrian,0.00,0,1.85,368.40,157.00,427.40,316.60,1.82,0.80,0.86,-2.55,1.54,8.64,"1.56
"
45956,Pedestrian,0.00,1,1.20,839.04,130.18,911.71,324.23,1.88,0.78,1.03,2.72,1.38,7.50,"1.53
"
45959,Pedestrian,0.00,0,-1.51,557.05,168.47,575.72,227.09,1.76,0.76,1.02,-1.29,1.37,22.18,"-1.57
"
45960,Pedestrian,0.00,0,-1.55,585.04,165.27,603.04,221.40,1.68,0.64,0.91,-0.25,1.20,22.07,"-1.57
"
45961,Pedestrian,0.00,0,-1.75,523.83,167.28,543.16,222.84,1.81,0.73,0.84,-2.46,1.35,23.93,"-1.85
"
45963,Pedestrian,0.00,1,-1.24,336.98,180.99,362.65,247.76,1.88,0.67,1.18,-7.66,2.13,21.05,"-1.59
"
45971,Pedestrian,0.00,0,-2.77,680.38,147.76,695.88,204.26,1.76,0.53,0.64,2.74,0.74,22.43,"-2.65
"
45972,Pedestrian,0.00,1,1.00,270.26,136.28,309.93,256.48,1.92,0.66,0.67,-5.30,1.21,11.73,"0.59
"
45973,Pedestrian,0.00,0,1.18,713.52,146.36,778.19,338.63,1.77,0.66,1.00,1.37,1.46,7.08,"1.36
"
45974,Pedestrian,0.00,0,1.08,807.57,132.46,870.91,328.82,1.88,0.62,1.00,2.34,1.42,7.33,"1.38
"
45975,Pedestrian,0.00,0,1.21,647.52,140.84,689.18,266.76,1.81,0.75,0.96,0.91,1.24,10.72,"1.29
"
45976,Pedestrian,0.00,0,0.97,609.23,141.17,657.23,265.75,1.81,0.82,0.89,0.36,1.24,10.87,"1.00
"
45977,Pedestrian,0.00,2,0.98,703.24,140.49,769.59,258.39,1.79,0.57,0.96,2.04,1.18,11.26,"1.15
"
45978,Pedestrian,0.00,0,1.07,775.88,145.45,811.21,256.33,1.69,0.46,1.07,2.97,1.16,11.37,"1.32
"
45979,Pedestrian,0.00,1,2.65,1108.35,181.36,1150.69,259.38,1.89,0.52,1.08,12.89,1.92,17.46,"-3.00
"
45980,Pedestrian,0.00,0,1.42,480.31,142.40,519.31,265.92,1.80,0.58,0.92,-1.62,1.24,10.84,"1.28
"
45981,Pedestrian,0.00,1,1.14,493.05,150.10,523.72,253.98,1.62,0.52,0.87,-1.42,1.15,11.54,"1.02
"
45982,Pedestrian,0.00,0,1.35,533.39,138.21,567.73,253.58,1.85,0.55,0.95,-0.92,1.17,11.84,"1.28
"
45983,Pedestrian,0.00,0,1.40,574.97,156.05,606.63,250.63,1.56,0.56,0.77,-0.28,1.16,12.12,"1.38
"
45984,Pedestrian,0.00,1,1.35,566.12,142.13,612.52,242.89,1.77,0.64,0.89,-0.33,1.09,12.92,"1.33
"
45985,Pedestrian,0.00,1,1.47,457.92,144.64,483.26,223.02,1.78,0.61,0.88,-3.14,0.96,16.57,"1.29
"
45986,Pedestrian,0.00,2,1.43,529.80,147.24,548.80,219.41,1.67,0.64,0.89,-1.68,0.90,16.90,"1.34
"
45987,Pedestrian,0.00,2,1.37,560.35,140.69,582.02,218.35,1.82,0.67,0.99,-0.81,0.88,17.13,"1.32
"
45988,Pedestrian,0.00,2,1.26,602.34,142.74,638.32,216.93,1.75,0.58,0.96,0.34,0.86,17.22,"1.28
"
45992,Pedestrian,0.00,0,0.19,393.09,142.19,471.62,332.88,1.86,0.54,1.02,-1.79,1.49,7.22,"-0.04
"
46023,Pedestrian,0.00,0,-1.74,844.54,180.74,910.21,332.74,1.54,0.84,0.75,2.80,1.63,7.76,"-1.40
"
46027,Pedestrian,0.00,1,-2.02,684.63,171.30,699.96,204.54,1.61,0.74,1.08,4.12,1.54,35.69,"-1.91
"
46112,Pedestrian,0.00,1,-1.72,319.56,170.89,338.23,234.35,1.88,0.67,1.18,-8.59,1.84,22.12,"-2.08
"
46141,Pedestrian,0.20,0,-2.53,109.50,173.27,250.08,374.00,1.58,0.66,0.53,-2.96,1.59,4.92,"-3.05
"
46142,Pedestrian,0.15,1,0.89,46.16,154.92,182.01,374.00,1.70,0.61,0.51,-3.56,1.58,5.13,"0.31
"
46143,Pedestrian,0.00,0,0.41,782.34,161.27,828.54,307.18,1.75,0.63,0.51,2.35,1.61,9.04,"0.65
"
46146,Pedestrian,0.00,0,-2.06,548.21,176.83,562.67,216.25,1.53,0.61,0.73,-2.23,1.70,28.63,"-2.14
"
46147,Pedestrian,0.00,0,-2.02,534.28,174.04,549.91,215.68,1.61,0.54,0.87,-2.75,1.66,28.39,"-2.11
"
46154,Pedestrian,0.99,0,2.27,1228.65,108.87,1241.00,374.00,1.84,0.72,0.50,2.67,1.59,2.47,"3.03
"
46160,Pedestrian,0.00,0,-2.38,38.98,169.81,75.92,267.84,1.68,0.52,0.51,-9.75,1.64,12.68,"-3.02
"
46161,Pedestrian,0.16,0,0.88,1020.80,220.00,1136.39,374.00,1.18,0.36,0.61,3.26,1.53,5.12,"1.42
"
46162,Pedestrian,0.16,0,1.00,1077.90,220.70,1198.51,374.00,1.18,0.38,0.65,3.71,1.54,5.16,"1.60
"
46165,Pedestrian,0.00,1,2.68,931.82,165.28,954.93,227.20,1.67,0.50,0.61,9.00,1.47,19.81,"3.10
"
46198,Pedestrian,0.00,0,-1.99,1030.16,151.18,1131.32,343.10,1.65,0.88,0.49,4.26,1.39,6.48,"-1.43
"
46199,Pedestrian,0.00,0,-2.00,406.90,159.98,431.63,241.15,1.88,0.69,0.47,-4.49,1.38,17.02,"-2.26
"
46200,Pedestrian,0.00,2,1.96,348.44,164.01,390.47,291.52,1.77,0.67,0.91,-3.48,1.53,10.44,"1.64
"
46201,Pedestrian,0.00,0,2.36,661.82,171.25,684.69,219.41,1.51,1.01,0.97,2.24,1.19,23.24,"2.45
"
46202,Pedestrian,0.00,0,-1.27,518.86,169.57,539.63,229.92,1.66,0.65,0.72,-2.20,1.33,20.16,"-1.38
"
46203,Pedestrian,0.00,0,1.81,578.20,167.46,593.12,215.56,1.72,0.88,0.90,-0.95,1.22,26.15,"1.77
"
46204,Pedestrian,0.00,0,-1.48,629.15,165.83,644.57,211.84,1.77,0.94,0.93,1.32,1.17,28.20,"-1.44
"
46223,Pedestrian,0.00,1,-2.73,1004.14,153.60,1034.09,222.40,1.86,0.55,1.16,11.66,1.13,19.77,"-2.21
"
46224,Pedestrian,0.00,1,-2.58,1002.59,155.65,1035.75,222.58,1.84,0.56,1.23,12.01,1.16,20.14,"-2.04
"
46270,Pedestrian,0.00,1,2.94,682.15,169.87,697.15,225.65,1.60,0.39,0.40,2.31,1.52,20.96,"3.05
"
46271,Pedestrian,0.00,1,2.48,660.65,171.63,675.65,219.84,1.50,0.40,0.35,1.82,1.46,22.69,"2.56
"
46272,Pedestrian,0.00,2,0.24,400.73,173.54,410.73,230.78,1.60,0.38,0.30,-5.78,1.62,20.36,"-0.03
"
